iso3	country	join_status	lang_code	language_english	language_autonym	script	competing_languages	join_note	01_pain_term	01_pain_english	01_pain_mark	02_hurt_term	02_hurt_english	02_hurt_mark	03_eco_anxiety_term	03_eco_anxiety_english	03_eco_anxiety_mark	04_uncertainty_term	04_uncertainty_english	04_uncertainty_mark	05_grief_term	05_grief_english	05_grief_mark	06_anger_term	06_anger_english	06_anger_mark	07_hardship_term	07_hardship_english	07_hardship_mark	08_displacement_term	08_displacement_english	08_displacement_mark	09_trauma_term	09_trauma_english	09_trauma_mark	10_loneliness_term	10_loneliness_english	10_loneliness_mark	11_depression_term	11_depression_english	11_depression_mark	12_fear_term	12_fear_english	12_fear_mark	13_helplessness_term	13_helplessness_english	13_helplessness_mark	14_shame_term	14_shame_english	14_shame_mark	15_no_pain_term	15_no_pain_english	15_no_pain_mark	labels	gaps	exact_F	broader_or_narrower_E
TTO	Trinidad and Tobago	SETTLED	en	English		Latn			Pain	Pain	F	Hurt	Hurt	E	Eco-anxiety	Eco-anxiety	E	Uncertainty	Uncertainty	F	Grief	Grief	E	Anger	Anger	E	Hardship	Hardship	E	Displacement	Displacement	E	Trauma	Trauma	E	Loneliness	Loneliness	E	Depression	Depression	E	Fear	Fear	E	Helplessness	Helplessness	F	Shame	Shame	E	No pain	No pain	F	15	0	4	11
TUN	Tunisia	SETTLED	ar	Arabic	العربية	Arab	French (fr)	Variety: Tunisian Derja (aeb) vs MSA. French widely used.	وجع	Pain / ache	F	ضيق	Distress / inner tightness	E	القلق المناخي	climate anxiety, definite form	F	عدم اليقين	uncertainty; lack of certainty	F	حزن	Grief / sorrow	E	غضب	Anger	E	عوز	Want / destitution	E	نزوح	Displacement	E	صدمة	Shock / trauma	E	وحشة	Loneliness / forlornness	E	اكتئاب	Depression	F	خوف وقلق	Fear and anxiety	E	عجز	Inability / powerlessness	E	شعور بالذنب	Feeling of guilt	E	بلا ألم	without pain	F	15	0	5	10
TKM	Turkmenistan	SETTLED	tk	Turkmen	türkmen dili	Latn			agyry	pain; ache	E	gaýgy	sorrow; grief; worry	E		: 	X	näbellilik	uncertainty; indefiniteness	E	ýas	mourning; bereavement	E	gahar	anger; wrath	E	mätäçlik	need; want; poverty	E	sürgün	exile; banishment	E	trawma	trauma; injury	E	ýalňyzlyk	solitude; loneliness	E	depressiýa	depression	E	gorky	fear; fright	E	ejizlik	weakness; helplessness	E	utanç	shame; embarrassment	E	agyry ýok	no pain	F	14	1	1	13
TUV	Tuvalu	SETTLED	tvl	Tuvaluan		Latn	English (en)		'mae	pain, suffering; be painful or suffer	E	kālofa	Hurt	E		Eco-anxiety	X	fakalotolotolua	doubt, hesitate, be undecided	E	fanoanoa	sadness, disappointment; funeral or wake in a separate homonym	E	kaitaua	Anger	E	fakalavelave	trouble; problem; difficulty; accident	E	fakamāvaega	farewell, separation, departure	E		Trauma	X	solopū	longing for someone; homesickness	F	fanoanoaga	being sad, depressed; misfortune	E	hāpole	fear; be afraid/scary	E		Helplessness	X	mā	ashamed, embarrassed	E	Seeai se mmae	there is no pain	F	12	3	2	10
TUR	Türkiye	SETTLED	tr	Turkish	Türkçe	Latn			ağrı	pain; ache	F	üzüntü	sadness; sorrow	E	iklim kaygısı	climate anxiety	F	belirsizlik	uncertainty; indefiniteness	F	yas	mourning; grief	E	öfke	anger; rage	E	geçim sıkıntısı	livelihood hardship; financial difficulty	E	sürgün	exile; banishment	E	travma	trauma	E	yalnızlık	loneliness; solitude	E	depresyon	depression	F	korku	fear	E	çaresizlik	helplessness; desperation	E	utanç	shame	E	ağrı yok	no pain	F	15	0	5	10
UGA	Uganda	OPEN	en	English		Latn	Luganda (lg); Swahili (sw)	English and Swahili official; Luganda is the largest L1 and central lingua franca.	Pain	Pain	F	Hurt	Hurt	E	Eco-anxiety	Eco-anxiety	E	Uncertainty	Uncertainty	F	Grief	Grief	E	Anger	Anger	E	Hardship	Hardship	E	Displacement	Displacement	E	Trauma	Trauma	E	Loneliness	Loneliness	E	Depression	Depression	E	Fear	Fear	E	Helplessness	Helplessness	F	Shame	Shame	E	No pain	No pain	F	15	0	4	11
UKR	Ukraine	SETTLED	uk	Ukrainian	українська	Cyrl			біль	ache; pain	E	смуток	sadness, sorrow, grief, unhappiness	E	екотривожність	eco-anxiety; ecological anxiety	E	невизначеність	uncertainty, indeterminacy, indefiniteness	F	скорбота	grief, sorrow, affliction, woe	E	гнів	anger, ire, wrath	E	скрута	hardship, trouble, adversity; need, poverty, privation, financial hardship	E	вигнання	exile, expulsion, banishment	E	психотравма	psychological trauma	E	самотність	solitude; loneliness, lonesomeness	E	депресія	depression	F	страх	fear; risk, peril	E	безсилля	weakness; powerlessness; helplessness	E	сором	shame; disgrace	E	без болю	without pain	F	15	0	3	12
ARE	United Arab Emirates	OPEN	ar	Arabic	العربية	Arab	English (en)	Citizens are roughly 14% of the population. English functions as the de facto public lingua franca for the expatriate majority. Variety: Gulf Arabic vs MSA.	وجع	Pain / ache	F	ضيق	Distress / inner tightness	E	القلق المناخي	climate anxiety, definite form	F	عدم اليقين	uncertainty; lack of certainty	F	حزن	Grief / sorrow	E	غضب	Anger	E	عوز	Want / destitution	E	نزوح	Displacement	E	صدمة	Shock / trauma	E	وحشة	Loneliness / forlornness	E	اكتئاب	Depression	F	خوف وقلق	Fear and anxiety	E	عجز	Inability / powerlessness	E	شعور بالذنب	Feeling of guilt	E	بلا ألم	without pain	F	15	0	5	10
GBR	United Kingdom	SETTLED	en	English		Latn	Welsh (cy); Scottish Gaelic (gd)		Pain	Pain	F	Hurt	Hurt	E	Eco-anxiety	Eco-anxiety	E	Uncertainty	Uncertainty	F	Grief	Grief	E	Anger	Anger	E	Hardship	Hardship	E	Displacement	Displacement	E	Trauma	Trauma	E	Loneliness	Loneliness	E	Depression	Depression	E	Fear	Fear	E	Helplessness	Helplessness	F	Shame	Shame	E	No pain	No pain	F	15	0	4	11
USA	United States	SETTLED	en	English		Latn	Spanish (es)		Pain	Pain	F	Hurt	Hurt	E	Eco-anxiety	Eco-anxiety	E	Uncertainty	Uncertainty	F	Grief	Grief	E	Anger	Anger	E	Hardship	Hardship	E	Displacement	Displacement	E	Trauma	Trauma	E	Loneliness	Loneliness	E	Depression	Depression	E	Fear	Fear	E	Helplessness	Helplessness	F	Shame	Shame	E	No pain	No pain	F	15	0	4	11
URY	Uruguay	SETTLED	es	Spanish	español	Latn		Variety: Rioplatense.	dolor físico	Physical pain	F	dolor emocional	Emotional pain	F	ecoansiedad	eco-anxiety; chronic fear of environmental catastrophe	F	incertidumbre	Uncertainty	F	duelo	Grief, mourning	E	indignación	Indignation, outrage	E	precariedad	Precarity	E	desarraigo	Rootlessness, uprooting	F	trauma	Trauma	E	soledad	Loneliness, solitude	E	depresión	Depression	F	ansiedad	Anxiety	E	impotencia	Powerlessness	F	culpa	Guilt, blame	E	sin dolor	without pain	F	15	0	8	7
UZB	Uzbekistan	SETTLED	uz	Uzbek	o‘zbek	Latn	Russian (ru)		og‘riq	pain; ache	F	qayg‘u	sorrow; grief	E	iqlim tashvishi	climate anxiety; climate worry	F	noaniqlik	uncertainty; indefiniteness	F	motam	mourning; grief	E	g‘azab	anger; wrath	E	tanglik	straits; hardship; shortage	E	surgun	exile; banishment	E	ruhiy travma	psychological trauma	F	yolg‘izlik	loneliness; solitude	E	depressiya	depression	F	qo‘rquv	fear	E	chorasizlik	helplessness; having no recourse	F	uyat	shame; modesty	E	og‘riq yo‘q	no pain	F	15	0	7	8
VUT	Vanuatu	OPEN	bi	Bislama		Latn	English (en); French (fr)	Three official languages; Bislama is the national lingua franca.	soa	sore, bodily hurt	E	harem nogud	feel bad	F		Eco-anxiety	X	wari	worry	E	sadtaem	bereavement	F	kros	anger, rage; angry	E	hadtaem	hard time, difficult period	E	dipot	be deported	F	trauma	trauma	P		Loneliness	X	lusum hope	lose hope	F	fraet	frightened, afraid; fear	E	kanduit	unable to do	F	sem	shame, embarrassment; be ashamed	E	No gat pen	there is no pain	F	13	2	6	6
VEN	Venezuela	SETTLED	es	Spanish	español	Latn			dolor físico	Physical pain	F	dolor emocional	Emotional pain	F	ecoansiedad	eco-anxiety; chronic fear of environmental catastrophe	F	incertidumbre	Uncertainty	F	duelo	Grief, mourning	E	indignación	Indignation, outrage	E	precariedad	Precarity	E	desarraigo	Rootlessness, uprooting	F	trauma	Trauma	E	soledad	Loneliness, solitude	E	depresión	Depression	F	ansiedad	Anxiety	E	impotencia	Powerlessness	F	culpa	Guilt, blame	E	sin dolor	without pain	F	15	0	8	7
VNM	Vietnam	SETTLED	vi	Vietnamese	Tiếng Việt	Latn			đau	pain; hurt; ache	F	đau khổ	suffering; anguish; misery	E	lo âu sinh thái	ecological anxiety	F	bất định	indeterminacy; instability	F	đau buồn	grief; sorrow	E	phẫn nộ	indignation; outrage; fury	E	túng thiếu	poverty; want; neediness	E	lưu vong	exile	E	sang chấn	trauma; shock	E	cô đơn	lonely; alone; solitary	E	trầm cảm	depression	F	lo sợ	worry and fear	E	bất lực	powerlessness; inability; impotence	E	hổ thẹn	shame; remorse	E	không đau	no pain	F	15	0	5	10
YEM	Yemen	SETTLED	ar	Arabic	العربية	Arab		Variety: Yemeni Arabic vs MSA.	وجع	Pain / ache	F	ضيق	Distress / inner tightness	E	القلق المناخي	climate anxiety, definite form	F	عدم اليقين	uncertainty; lack of certainty	F	حزن	Grief / sorrow	E	غضب	Anger	E	عوز	Want / destitution	E	نزوح	Displacement	E	صدمة	Shock / trauma	E	وحشة	Loneliness / forlornness	E	اكتئاب	Depression	F	خوف وقلق	Fear and anxiety	E	عجز	Inability / powerlessness	E	شعور بالذنب	Feeling of guilt	E	بلا ألم	without pain	F	15	0	5	10
ZMB	Zambia	REVIEW	en	English		Latn	Bemba (bem); Nyanja (ny)	English is official; Bemba and Nyanja are the main lingua francas.	Pain	Pain	F	Hurt	Hurt	E	Eco-anxiety	Eco-anxiety	E	Uncertainty	Uncertainty	F	Grief	Grief	E	Anger	Anger	E	Hardship	Hardship	E	Displacement	Displacement	E	Trauma	Trauma	E	Loneliness	Loneliness	E	Depression	Depression	E	Fear	Fear	E	Helplessness	Helplessness	F	Shame	Shame	E	No pain	No pain	F	15	0	4	11
ZWE	Zimbabwe	REVIEW	sn	Shona	chiShona	Latn	English (en); Ndebele (nd)	Shona is L1 for about 81%. The 2013 constitution recognises 16 official languages including Shona, Ndebele and English.	marwadzo	Pain	E	chihurududu	deep sadness; despondency; grief	E		Eco-anxiety	X	musandusandu	unpredictability	F	daidzo	deep sorrow; grief; mourning	E	hasha	anger, rage, temper	E	nhamo	hardship, poverty, trouble, misfortune, suffering	E	kudzingwa pamba	being driven from home	F	njandayira	be deeply distressed; traumatized	F	kusurukirwa	loneliness, feeling lonely or abandoned	F	kufungisisa	thinking too much	F	kutya	Fear	E	kushaya zvekuita	helplessness; having no way to act	F	nyadzi	shame, disgrace, embarrassment	F	pasina marwadzo	without pain	F	14	1	8	6
